id,difficulty,width,height,mines,status,touches,guesses,revealed_count,total_safe_cells,score
561,intermediate,16,16,40,lost,3,1,20,216,200
562,intermediate,16,16,40,lost,84,5,206,216,95
563,intermediate,16,16,40,lost,78,2,204,216,91
564,intermediate,16,16,40,lost,75,1,196,216,96
565,intermediate,16,16,40,won,63,0,216,216,63
566,intermediate,16,16,40,won,90,0,216,216,90
567,intermediate,16,16,40,lost,69,1,203,216,83
568,intermediate,16,16,40,lost,62,1,210,216,69
569,intermediate,16,16,40,won,65,2,216,216,65
570,intermediate,16,16,40,won,63,0,216,216,63
571,intermediate,16,16,40,lost,91,3,210,216,98
572,intermediate,16,16,40,won,75,3,216,216,75
573,intermediate,16,16,40,won,81,0,216,216,81
574,intermediate,16,16,40,lost,3,2,11,216,209
575,intermediate,16,16,40,won,73,1,216,216,73
576,intermediate,16,16,40,won,76,0,216,216,76
577,intermediate,16,16,40,lost,89,1,198,216,108
578,intermediate,16,16,40,won,80,0,216,216,80
579,intermediate,16,16,40,lost,64,3,204,216,77
580,intermediate,16,16,40,won,73,3,216,216,73
581,intermediate,16,16,40,won,72,5,216,216,72
582,intermediate,16,16,40,lost,47,3,170,216,94
583,intermediate,16,16,40,won,80,3,216,216,80
584,intermediate,16,16,40,lost,40,1,143,216,114
585,intermediate,16,16,40,won,78,0,216,216,78
586,intermediate,16,16,40,lost,31,1,184,216,64
587,intermediate,16,16,40,lost,79,1,208,216,88
588,intermediate,16,16,40,won,70,0,216,216,70
589,intermediate,16,16,40,lost,38,3,159,216,96
590,intermediate,16,16,40,won,92,2,216,216,92
591,intermediate,16,16,40,lost,69,1,203,216,83
592,intermediate,16,16,40,lost,68,5,213,216,72
593,intermediate,16,16,40,won,56,0,216,216,56
594,intermediate,16,16,40,lost,81,1,216,216,82
595,intermediate,16,16,40,lost,69,1,216,216,70
596,intermediate,16,16,40,won,68,1,216,216,68
597,intermediate,16,16,40,lost,56,1,213,216,60
598,intermediate,16,16,40,won,62,1,216,216,62
599,intermediate,16,16,40,lost,66,3,189,216,94
600,intermediate,16,16,40,lost,2,1,17,216,202
601,expert,30,16,99,lost,91,5,243,381,230
602,expert,30,16,99,lost,89,4,223,381,248
603,expert,30,16,99,lost,90,4,200,381,272
604,expert,30,16,99,lost,47,1,156,381,273
605,expert,30,16,99,lost,3,1,14,381,371
606,expert,30,16,99,lost,84,19,181,381,285
607,expert,30,16,99,lost,165,2,318,381,229
608,expert,30,16,99,lost,193,9,372,381,203
609,expert,30,16,99,lost,4,3,19,381,367
610,expert,30,16,99,lost,11,10,40,381,353
611,expert,30,16,99,lost,73,3,261,381,194
612,expert,30,16,99,lost,155,3,336,381,201
613,expert,30,16,99,lost,2,1,25,381,359
614,expert,30,16,99,lost,87,2,225,381,244
615,expert,30,16,99,lost,41,2,65,381,358
616,expert,30,16,99,lost,114,7,292,381,204
617,expert,30,16,99,lost,135,17,316,381,201
618,expert,30,16,99,lost,2,1,13,381,371
619,expert,30,16,99,lost,96,1,230,381,248
620,expert,30,16,99,lost,6,3,23,381,365
621,expert,30,16,99,lost,185,3,298,381,269
622,expert,30,16,99,lost,111,6,246,381,247
623,expert,30,16,99,lost,82,2,241,381,223
624,expert,30,16,99,lost,73,5,205,381,250
625,expert,30,16,99,lost,124,8,300,381,206
626,expert,30,16,99,lost,96,1,214,381,264
627,expert,30,16,99,lost,138,7,280,381,240
628,expert,30,16,99,lost,7,6,21,381,368
629,expert,30,16,99,lost,50,2,133,381,299
630,expert,30,16,99,lost,100,1,271,381,211
631,expert,30,16,99,lost,143,9,272,381,253
632,expert,30,16,99,lost,181,5,350,381,213
633,expert,30,16,99,lost,115,4,309,381,188
634,expert,30,16,99,lost,3,2,18,381,367
635,expert,30,16,99,lost,143,8,242,381,283
636,expert,30,16,99,lost,173,2,352,381,203
637,expert,30,16,99,lost,2,1,29,381,355
638,expert,30,16,99,lost,89,1,201,381,270
639,expert,30,16,99,lost,33,8,120,381,295
640,expert,30,16,99,lost,182,10,363,381,201
641,expert,30,16,99,lost,143,4,284,381,241
642,expert,30,16,99,lost,6,2,56,381,332
643,expert,30,16,99,lost,158,1,344,381,196
644,expert,30,16,99,lost,77,3,157,381,302
645,expert,30,16,99,won,188,8,381,381,188
646,expert,30,16,99,lost,137,1,259,381,260
647,expert,30,16,99,lost,49,14,158,381,273
648,expert,30,16,99,lost,121,1,291,381,212
649,expert,30,16,99,lost,203,1,373,381,212
650,expert,30,16,99,lost,145,2,284,381,243
651,expert,30,16,99,lost,124,1,289,381,217
652,expert,30,16,99,lost,22,1,42,381,362
653,expert,30,16,99,lost,7,5,28,381,361
654,expert,30,16,99,lost,137,2,254,381,265
655,expert,30,16,99,lost,74,3,173,381,283
656,expert,30,16,99,lost,149,1,330,381,201
657,expert,30,16,99,lost,6,5,25,381,363
658,expert,30,16,99,lost,105,11,205,381,282
659,expert,30,16,99,lost,130,5,279,381,233
660,expert,30,16,99,lost,55,3,180,381,257
661,expert,30,16,99,lost,118,1,288,381,212
662,expert,30,16,99,lost,2,1,13,381,371
663,expert,30,16,99,lost,150,1,293,381,239
664,expert,30,16,99,lost,71,2,239,381,214
665,expert,30,16,99,lost,103,8,269,381,216
666,expert,30,16,99,lost,3,1,20,381,365
667,expert,30,16,99,lost,84,3,236,381,230
668,expert,30,16,99,lost,99,1,207,381,274
669,expert,30,16,99,lost,143,1,351,381,174
670,expert,30,16,99,lost,175,2,362,381,195
671,expert,30,16,99,lost,120,4,264,381,238
672,expert,30,16,99,lost,100,1,260,381,222
673,expert,30,16,99,lost,42,2,105,381,319
674,expert,30,16,99,lost,159,2,309,381,232
675,expert,30,16,99,lost,106,4,214,381,274
676,expert,30,16,99,lost,114,9,260,381,236
677,expert,30,16,99,lost,149,2,346,381,185
678,expert,30,16,99,lost,3,2,14,381,371
679,expert,30,16,99,lost,37,2,105,381,314
680,expert,30,16,99,lost,120,7,261,381,241
681,expert,30,16,99,lost,86,1,168,381,300
682,expert,30,16,99,lost,138,6,247,381,273
683,expert,30,16,99,lost,74,5,177,381,279
684,expert,30,16,99,lost,105,4,192,381,295
685,expert,30,16,99,lost,39,7,107,381,314
686,expert,30,16,99,lost,83,5,178,381,287
687,expert,30,16,99,lost,116,3,221,381,277
688,expert,30,16,99,lost,2,1,13,381,371
689,expert,30,16,99,lost,201,1,365,381,218
690,expert,30,16,99,lost,158,9,337,381,203
691,expert,30,16,99,lost,105,6,246,381,241
692,expert,30,16,99,lost,71,6,131,381,322
693,expert,30,16,99,lost,86,2,205,381,263
694,expert,30,16,99,lost,144,2,306,381,220
695,expert,30,16,99,lost,96,1,239,381,239
696,expert,30,16,99,lost,103,3,254,381,231
697,expert,30,16,99,lost,63,12,227,381,218
698,expert,30,16,99,lost,70,2,166,381,286
699,expert,30,16,99,lost,38,5,115,381,305
700,expert,30,16,99,lost,20,6,109,381,293
701,expert,30,16,99,lost,119,7,271,381,230
702,expert,30,16,99,lost,20,7,91,381,311
703,expert,30,16,99,lost,111,1,292,381,201
704,expert,30,16,99,lost,149,2,277,381,254
705,expert,30,16,99,lost,44,1,73,381,353
706,expert,30,16,99,lost,69,3,136,381,315
707,expert,30,16,99,lost,15,14,37,381,360
708,expert,30,16,99,lost,138,3,319,381,201
709,expert,30,16,99,lost,109,1,241,381,250
710,expert,30,16,99,lost,182,8,335,381,229
711,expert,30,16,99,lost,155,9,333,381,204
712,expert,30,16,99,lost,139,2,329,381,192
713,expert,30,16,99,lost,126,3,310,381,198
714,expert,30,16,99,lost,94,4,210,381,266
715,expert,30,16,99,lost,83,4,228,381,237
716,expert,30,16,99,lost,40,11,86,381,336
717,expert,30,16,99,lost,3,2,11,381,374
718,expert,30,16,99,lost,61,8,169,381,274
719,expert,30,16,99,lost,169,8,346,381,205
720,expert,30,16,99,lost,111,7,245,381,248
721,expert,30,16,99,lost,5,4,13,381,374
722,expert,30,16,99,lost,6,5,17,381,371
723,expert,30,16,99,lost,99,2,271,381,210
724,expert,30,16,99,lost,2,1,13,381,371
725,expert,30,16,99,lost,2,1,19,381,365
726,expert,30,16,99,lost,172,2,323,381,231
727,expert,30,16,99,lost,84,12,167,381,299
728,expert,30,16,99,lost,4,3,12,381,374
729,expert,30,16,99,lost,128,5,278,381,232
730,expert,30,16,99,lost,101,1,227,381,256
731,expert,30,16,99,lost,15,8,68,381,329
732,expert,30,16,99,lost,149,1,367,381,164
733,expert,30,16,99,lost,89,2,207,381,264
734,expert,30,16,99,lost,6,5,17,381,371
735,expert,30,16,99,lost,80,2,145,381,317
736,expert,30,16,99,lost,79,1,243,381,218
737,expert,30,16,99,lost,109,1,273,381,218
738,expert,30,16,99,lost,101,2,233,381,250
739,expert,30,16,99,lost,33,1,70,381,345
740,expert,30,16,99,lost,82,3,169,381,295
741,expert,30,16,99,lost,170,7,335,381,217
742,expert,30,16,99,lost,3,2,14,381,371
743,expert,30,16,99,lost,37,8,91,381,328
744,expert,30,16,99,lost,11,10,19,381,374
745,expert,30,16,99,lost,185,3,342,381,225
746,expert,30,16,99,lost,136,9,320,381,198
747,expert,30,16,99,lost,195,1,360,381,217
748,expert,30,16,99,lost,15,4,90,381,307
749,expert,30,16,99,lost,160,3,349,381,193
750,expert,30,16,99,lost,8,1,30,381,360
751,expert,30,16,99,lost,160,1,289,381,253
752,expert,30,16,99,lost,107,1,243,381,246
753,expert,30,16,99,lost,27,2,53,381,356
754,expert,30,16,99,lost,96,2,173,381,305
755,expert,30,16,99,lost,9,3,36,381,355
756,expert,30,16,99,lost,2,1,10,381,374
757,expert,30,16,99,lost,129,4,260,381,251
758,expert,30,16,99,lost,201,15,355,381,228
759,expert,30,16,99,lost,184,2,353,381,213
760,expert,30,16,99,lost,92,1,228,381,246
761,expert,30,16,99,lost,181,3,321,381,242
762,expert,30,16,99,lost,125,4,285,381,222
763,expert,30,16,99,lost,159,1,274,381,267
764,expert,30,16,99,lost,63,4,143,381,302
765,expert,30,16,99,lost,108,4,215,381,275
766,expert,30,16,99,lost,83,8,205,381,260
767,expert,30,16,99,lost,3,2,18,381,367
768,expert,30,16,99,lost,193,5,364,381,211
769,expert,30,16,99,lost,45,7,141,381,286
770,expert,30,16,99,lost,27,3,111,381,298
771,expert,30,16,99,lost,109,3,248,381,243
772,expert,30,16,99,lost,94,2,228,381,248
773,expert,30,16,99,lost,80,3,240,381,222
774,expert,30,16,99,lost,12,2,55,381,339
775,expert,30,16,99,lost,85,6,166,381,301
776,expert,30,16,99,lost,3,2,11,381,374
777,expert,30,16,99,lost,35,7,108,381,309
778,expert,30,16,99,lost,75,13,236,381,221
779,expert,30,16,99,lost,9,7,42,381,349
780,expert,30,16,99,lost,180,11,314,381,248
781,expert,30,16,99,lost,50,3,141,381,291
782,expert,30,16,99,lost,26,6,75,381,333
783,expert,30,16,99,lost,156,1,335,381,203
784,expert,30,16,99,lost,127,4,295,381,214
785,expert,30,16,99,lost,152,10,336,381,198
786,expert,30,16,99,lost,65,2,142,381,305
787,expert,30,16,99,lost,134,6,317,381,199
788,expert,30,16,99,lost,138,10,248,381,272
789,expert,30,16,99,lost,33,1,97,381,318
790,expert,30,16,99,lost,142,5,311,381,213
791,expert,30,16,99,lost,6,5,14,381,374
792,expert,30,16,99,lost,66,1,218,381,230
793,expert,30,16,99,lost,7,6,15,381,374
794,expert,30,16,99,lost,70,9,184,381,268
795,expert,30,16,99,lost,108,1,239,381,251
796,expert,30,16,99,lost,7,3,35,381,354
797,expert,30,16,99,lost,157,1,331,381,208
798,expert,30,16,99,lost,123,2,244,381,261
799,expert,30,16,99,lost,111,1,213,381,280
800,expert,30,16,99,lost,148,1,314,381,216
801,mixed,11,17,38,lost,71,6,149,149,72
802,mixed,13,14,35,lost,12,11,23,147,137
803,mixed,15,18,35,won,61,1,235,235,61
804,mixed,10,21,25,won,42,0,185,185,42
805,mixed,17,22,71,lost,114,4,295,303,123
806,mixed,19,10,29,lost,25,6,124,161,63
807,mixed,14,17,46,lost,31,1,115,192,109
808,mixed,17,16,40,won,66,1,232,232,66
809,mixed,19,12,42,lost,77,2,176,186,88
810,mixed,15,16,45,won,80,3,195,195,80
811,mixed,12,10,22,won,37,2,98,98,37
812,mixed,15,11,29,won,49,0,136,136,49
813,mixed,23,9,43,lost,4,2,21,164,148
814,mixed,22,16,75,lost,78,4,142,277,214
815,mixed,9,19,31,lost,56,2,123,140,74
816,mixed,13,11,17,won,25,0,126,126,25
817,mixed,20,8,24,won,48,0,136,136,48
818,mixed,16,17,53,lost,11,1,40,219,191
819,mixed,22,11,53,lost,85,2,173,189,102
820,mixed,15,16,46,lost,6,5,14,194,187
821,mixed,8,20,33,won,60,1,127,127,60
822,mixed,20,8,23,lost,21,4,63,137,96
823,mixed,12,14,30,lost,36,1,121,138,54
824,mixed,23,10,40,lost,84,5,179,190,96
825,mixed,8,22,27,won,65,5,149,149,65
826,mixed,8,22,37,lost,53,1,110,139,83
827,mixed,8,22,30,lost,6,2,49,146,104
828,mixed,23,20,76,lost,107,1,338,384,154
829,mixed,16,21,59,lost,61,2,213,277,126
830,mixed,22,18,71,lost,144,2,317,325,153
831,mixed,18,11,29,lost,23,6,120,169,73
832,mixed,13,21,47,won,79,3,226,226,79
833,mixed,22,12,41,lost,78,1,183,223,119
834,mixed,10,21,26,lost,39,1,178,184,46
835,mixed,11,9,14,won,22,0,85,85,22
836,mixed,15,8,16,won,20,0,104,104,20
837,mixed,16,13,26,won,45,1,182,182,45
838,mixed,11,24,52,lost,28,2,63,212,178
839,mixed,14,19,40,lost,56,1,205,226,78
840,mixed,18,24,68,won,151,0,364,364,151
841,mixed,18,16,34,won,60,0,254,254,60
842,mixed,17,23,69,lost,4,2,15,322,312
843,mixed,8,23,36,lost,31,3,85,148,95
844,mixed,20,12,35,won,85,0,205,205,85
845,mixed,17,14,39,lost,25,5,119,199,106
846,mixed,12,24,42,won,62,0,246,246,62
847,mixed,22,13,45,won,111,1,241,241,111
848,mixed,11,8,10,won,11,1,78,78,11
849,mixed,9,13,22,won,37,4,95,95,37
850,mixed,8,13,17,lost,31,7,63,87,56
851,mixed,11,12,16,won,33,0,116,116,33
852,mixed,14,15,27,lost,43,2,182,183,45
853,mixed,21,9,38,lost,44,1,130,151,66
854,mixed,15,13,35,won,49,0,160,160,49
855,mixed,18,15,36,won,82,0,234,234,82
856,mixed,17,14,48,lost,67,1,176,190,82
857,mixed,21,22,91,lost,50,3,137,371,285
858,mixed,23,20,87,lost,17,10,55,373,336
859,mixed,23,14,39,won,59,0,283,283,59
860,mixed,15,11,20,won,23,0,145,145,23
861,mixed,18,11,30,lost,6,5,25,168,150
862,mixed,14,24,62,lost,55,2,215,274,115
863,mixed,18,24,82,lost,2,1,20,350,333
864,mixed,10,23,47,lost,62,2,175,183,71
865,mixed,11,16,22,won,38,1,154,154,38
866,mixed,17,15,53,lost,52,16,117,202,138
867,mixed,10,18,36,lost,34,2,105,144,74
868,mixed,17,22,77,lost,137,10,281,297,154
869,mixed,23,15,61,lost,43,4,126,284,202
870,mixed,17,21,71,lost,146,9,260,286,173
871,mixed,19,15,37,lost,65,4,237,248,77
872,mixed,24,18,65,won,149,1,367,367,149
873,mixed,13,24,48,lost,110,4,255,264,120
874,mixed,8,17,28,won,58,2,108,108,58
875,mixed,24,15,76,lost,11,1,30,284,266
876,mixed,16,23,45,won,97,0,323,323,97
877,mixed,16,20,65,won,160,2,255,255,160
878,mixed,13,13,26,won,37,1,143,143,37
879,mixed,20,24,76,won,148,3,404,404,148
880,mixed,21,24,89,won,166,7,415,415,166
881,mixed,19,9,31,lost,51,3,139,140,53
882,mixed,22,20,66,won,122,2,374,374,122
883,mixed,10,12,23,lost,32,4,87,97,43
884,mixed,11,24,56,lost,53,3,104,208,158
885,mixed,8,10,10,won,18,1,70,70,18
886,mixed,24,10,45,lost,40,1,124,195,112
887,mixed,24,19,94,lost,169,5,332,362,200
888,mixed,10,16,28,lost,28,4,94,132,67
889,mixed,11,9,19,lost,2,1,19,80,64
890,mixed,8,24,40,lost,62,3,141,152,74
891,mixed,18,17,41,won,83,0,265,265,83
892,mixed,16,18,59,lost,4,3,15,229,219
893,mixed,13,14,35,lost,24,1,99,147,73
894,mixed,19,11,36,won,87,2,173,173,87
895,mixed,16,11,35,won,60,1,141,141,60
896,mixed,9,21,36,lost,64,8,130,153,88
897,mixed,8,12,11,lost,3,2,14,85,75
898,mixed,22,12,38,won,99,0,226,226,99
899,mixed,14,17,32,won,74,0,206,206,74
900,mixed,19,10,38,lost,62,4,112,152,103
901,mixed,9,12,15,lost,20,1,81,93,33
902,mixed,17,8,24,lost,20,1,71,112,62
903,mixed,12,16,28,won,61,4,164,164,61
904,mixed,22,21,58,won,133,0,404,404,133
905,mixed,15,11,33,lost,6,5,17,132,122
906,mixed,20,19,69,lost,107,7,302,311,117
907,mixed,9,13,17,won,26,0,100,100,26
908,mixed,13,10,15,won,13,0,115,115,13
909,mixed,14,13,25,lost,34,1,129,157,63
910,mixed,13,13,36,lost,32,1,65,133,101
911,mixed,16,23,49,lost,78,1,311,319,87
912,mixed,21,18,55,won,96,0,323,323,96
913,mixed,12,14,22,lost,31,1,145,146,33
914,mixed,16,11,23,won,49,0,153,153,49
915,mixed,14,20,33,lost,34,3,147,247,135
916,mixed,11,23,33,won,58,0,220,220,58
917,mixed,19,13,48,lost,88,2,195,199,93
918,mixed,9,12,14,won,27,1,94,94,27
919,mixed,8,23,36,lost,26,1,86,148,89
920,mixed,20,13,31,won,67,0,229,229,67
921,mixed,19,19,73,lost,93,3,241,288,141
922,mixed,10,24,39,won,99,3,201,201,99
923,mixed,16,12,32,lost,76,1,135,160,102
924,mixed,15,16,37,won,74,1,203,203,74
925,mixed,11,24,44,lost,70,3,219,220,72
926,mixed,11,20,45,lost,2,1,10,175,168
927,mixed,23,23,106,lost,118,3,282,423,260
928,mixed,17,10,31,lost,21,8,71,139,90
929,mixed,14,13,35,lost,58,2,129,147,77
930,mixed,16,8,23,lost,2,1,10,105,98
931,mixed,14,20,38,won,84,0,242,242,84
932,mixed,16,9,25,lost,26,2,88,119,58
933,mixed,23,12,58,lost,61,2,168,218,112
934,mixed,10,11,21,won,40,0,89,89,40
935,mixed,15,22,63,lost,123,7,256,267,135
936,mixed,13,11,20,lost,14,6,64,123,74
937,mixed,14,8,16,won,38,0,96,96,38
938,mixed,19,10,30,lost,50,2,158,160,53
939,mixed,24,10,38,won,78,7,202,202,78
940,mixed,17,16,55,lost,72,2,213,217,77
941,mixed,11,24,51,lost,49,1,155,213,108
942,mixed,11,11,22,lost,10,1,57,99,53
943,mixed,10,11,17,lost,25,4,86,93,33
944,mixed,22,20,80,lost,111,3,305,360,167
945,mixed,24,18,91,lost,16,14,54,341,304
946,mixed,20,24,100,lost,195,2,372,380,204
947,mixed,22,9,30,lost,61,2,167,168,63
948,mixed,9,20,25,won,49,1,155,155,49
949,mixed,24,23,108,lost,7,4,37,444,415
950,mixed,17,14,36,won,76,2,202,202,76
951,mixed,12,17,38,lost,94,6,161,166,100
952,mixed,22,17,63,lost,74,2,230,311,156
953,mixed,18,16,35,won,69,0,253,253,69
954,mixed,12,8,14,won,22,0,82,82,22
955,mixed,16,9,22,won,53,0,122,122,53
956,mixed,10,16,31,lost,22,9,74,129,78
957,mixed,13,17,34,lost,63,3,175,187,76
958,mixed,24,15,52,lost,102,2,302,308,109
959,mixed,10,17,36,lost,25,4,53,134,107
960,mixed,19,23,92,lost,109,3,216,345,239
961,mixed,22,10,41,lost,2,1,13,179,169
962,mixed,17,16,41,lost,82,5,218,231,96
963,mixed,21,17,46,lost,53,1,300,311,65
964,mixed,24,19,86,lost,102,4,322,370,151
965,mixed,22,11,49,won,88,5,193,193,88
966,mixed,23,18,75,lost,9,3,44,339,305
967,mixed,13,23,38,won,82,0,261,261,82
968,mixed,13,19,30,lost,62,1,217,217,63
969,mixed,8,20,22,won,55,0,138,138,55
970,mixed,10,11,19,lost,18,1,57,91,53
971,mixed,13,24,38,won,54,0,274,274,54
972,mixed,16,17,34,won,65,0,238,238,65
973,mixed,17,22,81,lost,6,5,23,293,277
974,mixed,14,9,21,won,41,0,105,105,41
975,mixed,19,9,36,lost,26,2,86,135,76
976,mixed,15,19,35,lost,44,1,247,250,48
977,mixed,12,21,45,lost,4,2,15,207,197
978,mixed,24,15,74,lost,79,2,157,286,209
979,mixed,10,23,40,lost,63,3,179,190,75
980,mixed,17,15,51,lost,89,2,204,204,90
981,mixed,20,10,27,won,61,0,173,173,61
982,mixed,18,15,40,won,76,0,230,230,76
983,mixed,16,17,38,lost,46,1,222,234,59
984,mixed,18,12,39,lost,42,3,102,177,118
985,mixed,15,14,44,lost,37,1,130,166,74
986,mixed,14,12,22,won,51,0,146,146,51
987,mixed,19,17,43,won,66,0,280,280,66
988,mixed,12,18,36,won,68,0,180,180,68
989,mixed,10,21,32,lost,53,1,171,178,61
990,mixed,14,19,56,lost,18,10,56,210,173
991,mixed,13,22,58,lost,81,4,168,228,142
992,mixed,21,23,63,won,109,0,420,420,109
993,mixed,8,19,23,lost,24,2,119,129,35
994,mixed,11,11,14,won,30,0,107,107,30
995,mixed,13,12,23,won,46,0,133,133,46
996,mixed,14,20,52,lost,112,4,223,228,118
997,mixed,23,9,30,won,68,2,177,177,68
998,mixed,11,14,32,won,71,2,122,122,71
999,mixed,19,21,64,lost,112,1,326,335,122
1000,mixed,16,20,50,won,79,1,270,270,79
